,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,cusine,zip
32293,True,,,,,dressy,,,,,,,False,,,True,,,True,True,,,False,,,,,True,,1.0,,True,False,,,,Z2f_wtyr5-s1QBfNGSGO2w,"Fast Food,American (Traditional),Restaurants",Edinburgh,"1-17 Glasgow Road
Edinburgh EH12 8HW",,,,,,,,55.9422495974,-3.29359705596,McDonald's,,True,7,3.5,EDH,business,American,EH12
32295,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,True,,,True,,,False,"{u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': False}",,True,True,,,True,,average,,,True,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,True,True,no,2dUrYkzgoIuFC8hu1DTknw,"Indian,Fast Food,Restaurants",Edinburgh,"7 Nicolson Square
Newington
Edinburgh EH8 9BH","{u'close': u'02:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'02:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}",55.9461421,-3.1859746,Kebab Mahal,Newington,True,57,4.5,EDH,business,Indian,EH8
32299,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,True,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",False,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,,,average,,,True,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,outdoor,True,True,True,False,free,YsMVV5UIXSh6w32QPkYHcQ,"Thai,Fast Food,Restaurants",Edinburgh,"20a Leopold Place
London Road
Edinburgh EH7 5LB","{u'close': u'22:30', u'open': u'17:00'}",,"{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}",55.9573866,-3.169649,Spice Box,,True,9,4.5,EDH,business,Thai,EH7
32301,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,True,,,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,quiet,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,False,False,True,no,3UYAEVkrmaSV7D7rny1rzg,"Fast Food,Restaurants",Edinburgh,"191 Great Junction Street
Leith
Edinburgh EH6 5LQ",,,,,,,,55.9735323,-3.1767817,Sonar Gao,Leith,True,3,5.0,EDH,business,Fast Food,EH6
32309,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,False,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",False,True,True,,False,False,{u'dj': False},very_loud,,,True,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}",2.0,outdoor,False,True,True,True,no,m0yOk-81jhCxUXy4_hqMpw,"Bars,British,Pubs,Nightlife,Gastropubs,Restaurants",Edinburgh,"43-45 The Causeway
Duddingston
Edinburgh EH15 3QA","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'12:30'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}",55.9421266,-3.1478383,The Sheep Heid Inn,,True,57,4.0,EDH,business,British,EH15
32321,True,,,none,,casual,,,,,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,False,False,True,,T5pXsUKSwXDd4ApID5QlbQ,"Fast Food,Pizza,Restaurants",Edinburgh,"131 Dalry Rd
West End
Edinburgh EH11 2DR","{u'close': u'03:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'03:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}",55.9430182,-3.2206495,Domino's Pizza Group,"West End,Haymarket",True,5,4.0,EDH,business,Fast Food,EH11
32322,True,,,,,,,,,,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,,2.0,,True,True,,,,02GXtLDFGbDI3GRvxH_znA,"Fast Food,Restaurants",Edinburgh,"57 Clerk Street
Newington
Edinburgh EH8 9JQ","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}",55.9418341,-3.1820005,Gili Gulu Chinese Takeaway,Newington,False,5,4.0,EDH,business,Fast Food,EH8
32325,True,,,full_bar,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,False,True,,,,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",3.0,,,True,True,True,,t7-vFrnBdN6Cn5XU4X3cgw,"American (New),Restaurants",Edinburgh,"103-105 Dalry Road
West End
Edinburgh EH11 2AB","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}",55.9435255,-3.2192103,The Sizzling Scot,"West End,Haymarket",False,8,4.0,EDH,business,American,EH11
32331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,8A-rkp1PuTefSSS8PmuE1A,"Fish & Chips,Restaurants",Edinburgh,"538 Gorgie Road
Edinburgh EH11 3AL","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}",55.930949,-3.253789,Chesser Fish & Chips,,True,4,2.0,EDH,business,Fish & Chips,EH11
32336,,,,,,,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,True,,,,,,,,,,2.0,,,,False,,,1dsO4GdGe7OKrXmd9nfneg,"Fast Food,Restaurants",Edinburgh,"52-54 Rodney Street
Cannonmills
Edinburgh EH7 4DX","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}",55.9618735,-3.1951642,Bodrum Express,Cannonmills,True,4,4.0,EDH,business,Fast Food,EH7
32337,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,False,,,False,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,False,True,free,orGRPvQADIXQ3B5g-os7Mg,"Delis,Breakfast & Brunch,Restaurants",Edinburgh,"7 Barony Street
New Town
Edinburgh EH3 6PD","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'11:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",55.9581426,-3.1900934,Broughton Delicatessen and Café,New Town,True,26,4.0,EDH,business,Delis,EH3
32343,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,,,syQJzSlYZJPEBQwHO36JzQ,"Food,Breakfast & Brunch,Coffee & Tea,Delis,Restaurants",Edinburgh,"47 Newhaven Main St
Leith
Edinburgh EH6 4NQ","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}",55.9802323,-3.1978252,Porto & Fi,Leith,True,21,3.5,EDH,business,Coffee & Tea,EH6
32346,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,loud,,,True,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,False,True,True,,,HrE5xI3c0B1Sln98GLCkXA,"French,Restaurants",Edinburgh,"109 Hanover Street
New Town
Edinburgh EH2 1LH","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9546842,-3.1975423,Chez Jules,New Town,True,27,4.0,EDH,business,French,EH2
32348,,,,full_bar,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,,True,True,True,,OJv3-pdokbqhowMmZaeHCg,"French,Restaurants",Edinburgh,"208 Bruntsfield Place
Edinburgh EH10 4DE","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}",55.9356609,-3.2102639,Howies Restaurant,,False,12,3.5,EDH,business,French,EH10
32355,,,,,,casual,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,TLE7d83pJqOwF6k3jetc4g,"Fast Food,Restaurants",Edinburgh,"175 Dalry Road
Haymarket
Edinburgh EH11 2EB",,,,,,,,55.9414104,-3.2232054,Kimmy's Takeaway,Haymarket,True,4,4.0,EDH,business,Fast Food,EH11
32356,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,False,False,,False,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",False,True,True,,True,True,"{u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}",loud,,,True,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,outdoor,False,True,True,True,free,YqcuQo15ZOofCMtabalkTw,"Wine Bars,Bars,Nightlife,Restaurants",Edinburgh,"2 West Crosscauseway
Newington
Edinburgh EH8 9JW","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}",55.9440608402,-3.18502873277,56 North,Newington,True,36,3.0,EDH,business,,EH8
32357,,,,,,casual,,,,,,,,,,,,,,,,,,,,,,False,,2.0,,,,,,,DrZ8rReiyTsLXoLr42APBA,"Greek,Mediterranean,Restaurants",Edinburgh,"89 Hanover Street
New Town
Edinburgh EH2 1EE",,,,,,,,55.954171,-3.1974478,Athena Greek Restaurant,New Town,False,6,3.5,EDH,business,Mediterranean,EH2
32375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,MNvWKHVUD9Kbo39tnDTLHg,"Fast Food,Restaurants",Edinburgh,"134 Ferry Road
Leith
Edinburgh EH6 4PQ",,,,,,,,55.9744586,-3.1855785,Ginger Express,Leith,True,3,3.5,EDH,business,Fast Food,EH6
32381,,,,,,casual,,,,,,,,,,,,,,True,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",,,,,,,,EXqWV2Dr91zN5MMs7wTXOw,"Thai,Restaurants",Edinburgh,"15 Dalry Road
West End
Edinburgh EH11 2BQ","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}",55.9454033,-3.2170859,Chiang Mai,"West End,Haymarket",False,8,3.5,EDH,business,Thai,EH11
32388,True,,,beer_and_wine,,casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,iFn4JThr3LYZxgsgDZ4Nww,"Restaurants,Italian",Edinburgh,"Dalry Road
Haymarket
Edinburgh EH11 2AX","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'12:00'}",,"{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}",55.942599,-3.2214644,La Partenope,Haymarket,False,7,4.0,EDH,business,Italian,EH11
32389,True,,,none,,casual,,,,,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,False,,2.0,,True,True,True,,,zEqHsS91hOcNTXtm70qQ4w,"Chinese,Restaurants",Edinburgh,"83 Slateford Road
Edinburgh EH11 1QR",,,,,,,,55.9339148089,-3.23337969567,I-Ching,,True,5,2.0,EDH,business,Chinese,EH11
32398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,False,,,,dnW_G3RvkYh-gSV0JEydsA,"Fast Food,Restaurants",Edinburgh,"207-211 West Granton Road
Edinburgh EH5 1PD","{u'close': u'01:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'01:00', u'open': u'16:00'}",,"{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}",55.9785383,-3.2321558,Javit's,,True,10,4.0,EDH,business,Fast Food,EH5
32409,False,,,none,,,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,,,,,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,,,False,no,H_qYAy_B8OlrCDMklf0M5A,"Fish & Chips,Restaurants",Edinburgh,"43-45 Leith Walk
Leith
Edinburgh EH6 8LS","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'15:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}",55.9697804,-3.1721802,Mermaid Fish Bar,Leith,True,4,3.5,EDH,business,Fish & Chips,EH6
32416,True,,,,,,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,False,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",4.0,,True,False,,,no,FLsvIusNl3NZ6gxuXaajSA,"Fast Food,Chicken Wings,Restaurants",Edinburgh,"134-137 Leith Walk
Leith
Edinburgh EH6 8NP","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}",55.9682834,-3.1739352,KFC,Leith,True,4,3.5,EDH,business,Fast Food,EH6
32423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,nPWXDDsQdbvPArIwtY4hAQ,"Fast Food,Restaurants",Edinburgh,"162 Gorgie Road
Edinburgh EH11 2NT","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}",55.9380688,-3.2321024,Wendy's,,False,3,3.5,EDH,business,Fast Food,EH11
32430,True,,,,,,,,,,,,True,,,,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",3.0,,True,False,,,,ZvFi_R1rg260tgRKSU_6yw,"Indian,Restaurants",Edinburgh,"27 Roseburn Terrace
Haymarket
Edinburgh EH12 5NG",,,,,,,,55.9455474,-3.2344601,Delta Indian Takeway,Haymarket,True,5,4.0,EDH,business,Indian,EH12
32436,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,,,False,,,False,,,True,True,,,False,,very_loud,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,False,True,paid,nSz7ukSlo9mW6YJdvb5mRw,"Fast Food,American (Traditional),Restaurants",Edinburgh,"3-5 S St Andrew St
New Town
New Town
Edinburgh EH2 2AU","{u'close': u'03:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}","{u'close': u'03:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}",55.9534584,-3.1912552,McDonald's,New Town,True,7,2.5,EDH,business,American,EH2
32439,,,,none,,casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,,,,,1RxsOdiWyIkA8B2_K3Df6w,"Sandwiches,Restaurants",Edinburgh,"5 Buccleuch Street
Newington
Edinburgh EH8 9JN",,,,,,,,55.9434414,-3.1845431,Lagermans Takeaway Sandwich Bar,Newington,True,4,5.0,EDH,business,Sandwiches,EH8
32443,True,,,full_bar,,,,,,,,,,,,,,False,,,,,False,"{u'dj': False, u'background_music': False, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",average,,,,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2.0,,,True,True,,,r_F1jMySiWH2qpaNVvORJg,"Pubs,Seafood,Bars,Nightlife,Restaurants",Edinburgh,"100 Lindsay Road
Newhaven
Leith
Edinburgh EH6 4TZ","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:30'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.9806251,-3.1933952,Famous Peacock Inn,Leith,True,14,3.0,EDH,business,Seafood,EH6
32447,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,,,True,,,,EOchIu8KPD1SO39mT8-JlQ,"Pakistani,Indian,Restaurants",Edinburgh,"38 Mayfield Gardens
Edinburgh EH9 2BY",,,,,,,,55.9312719,-3.1718485,Delhi Diner,,True,3,4.0,EDH,business,Indian,EH9
32454,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,False,,,True,,False,False,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2.0,,True,False,False,True,no,bqPXsuVziCGKUPUHUkGyYQ,"Fast Food,Fish & Chips,Restaurants",Edinburgh,"7 Henderson Row
Stockbridge
Edinburgh EH3 5DH","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9603775416,-3.20144091128,L'Alba D'Oro,Stockbridge,True,22,4.0,EDH,business,Fast Food,EH3
32455,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",False,True,True,,False,True,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",average,,,True,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2.0,outdoor,False,True,True,,free,72aMHZszkTpCV_c5VwPiZA,"Bistros,Bars,British,Pubs,Nightlife,Restaurants",Edinburgh,"69 Lauriston Farm Road
Edinburgh EH4 5EX","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'22:30', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}",55.9713023362,-3.27445398197,Toby Carvery,,True,10,3.0,EDH,business,British,EH4
32458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436HzbOivpoGJ3RlXA783Q,"Chinese,Restaurants",Edinburgh,"324 Portobello High Street
Edinburgh EH15 2DA","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}",55.951167,-3.1076262,Chi Wai Chinese Restaurant,,True,3,4.5,EDH,business,Chinese,EH15
32465,False,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,,False,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,False,True,no,urA0ALJ9edifkCgfjdjf9w,"Fast Food,Restaurants",Edinburgh,"82 S Clerk St
Newington
Edinburgh EH8 9PT","{u'close': u'15:00', u'open': u'12:00'}","{u'close': u'19:00', u'open': u'12:00'}",,,"{u'close': u'19:00', u'open': u'12:00'}","{u'close': u'19:00', u'open': u'12:00'}","{u'close': u'19:00', u'open': u'12:00'}",55.9396097,-3.1800291,Potatoland,Newington,True,11,3.5,EDH,business,Fast Food,EH8
32471,True,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,loud,,,False,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2.0,,True,True,True,,no,LlZZJGe_ToqxLefdOqsvaA,Restaurants,Edinburgh,"254 Portobello High Street
Edinburgh EH15 2AT","{u'close': u'20:00', u'open': u'10:30'}","{u'close': u'15:00', u'open': u'10:30'}","{u'close': u'20:00', u'open': u'10:30'}","{u'close': u'20:00', u'open': u'10:30'}","{u'close': u'15:00', u'open': u'10:30'}","{u'close': u'15:00', u'open': u'10:30'}","{u'close': u'15:00', u'open': u'10:30'}",55.9519766,-3.110367,Reds Family Restaurant,,True,4,4.5,EDH,business,,EH15
